sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
SW-82528005,RIVER CAMEL AT POLBROCK,2021-11-02T10:25:00,9.51,9.8,7.07,1.252762968,5.043425117,8.268731832,0.524010325,-0.851711911,-0.915311479,0.40274669,93.198,67.2357,11.91377583,47.96297286,4.983338191,-8.099780274,-8.704612165,69.286,12.27707709,49.42556615,5.135301185,-8.346776728,-8.970052494,8.857034184,35.65701558,3.704752998,-6.021603211,-6.471252157,6.318216218,0.65646073,-1.066993142,-1.146668325,2.642806835,-4.295545244,-4.616304903,-0.446305835,-0.479632666,0.779581689,0.904852521,0.907407407,0.876084263,0.556100658,0.834530919,0.343836466,-5.743629962
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-10-29T09:25:00,9.56,12.2,8.37,2.772588722,5.267858159,9.392661929,0.464210479,-0.885724918,-0.779884483,0.625923472,116.632,80.0172,26.50594818,50.360724,4.437852179,-8.467530216,-7.455695657,102.114,33.82558241,64.26786954,5.663367844,-10.805844,-9.514590693,23.2065676,44.09197279,3.885441709,-7.413517564,-6.527633123,14.60560412,1.287064739,-2.455750918,-2.162298922,2.445394959,-4.665873236,-4.108320837,-0.411162788,-0.362030549,0.69076312,0.90530303,0.924242424,0.893276414,0.734930025,0.840455866,0.31703808,-7.75081411
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2021-10-26T09:15:00,10.8,11.8,7.44,1.824549292,5.164785974,6.672032945,0.417902889,-0.908491704,-0.751839807,0.659345815,127.44,80.352,19.70513235,55.77968852,4.513351201,-9.811710403,-8.119869916,87.792,21.52968165,60.94447449,4.93125409,-10.72020211,-8.871709723,13.57464673,38.42600765,3.109197494,-6.759178278,-5.593688164,9.423406592,0.76248442,-1.657587895,-1.371768788,2.15837898,-4.69216521,-3.88309169,-0.379661308,-0.314196027,0.683040227,0.915254237,0.921875,0.881516588,0.645961215,0.837788367,0.294733082,-9.927970946
AN-48M08,R.WISSEY ICKBURGH RD.BR.,2021-10-25T12:25:00,10.1,11.5,8.12,1.335001067,6.54534966,4.787491743,0.402213568,-0.915545873,-0.994056338,-0.108866875,116.15,82.012,13.48351078,66.10803157,4.062357037,-9.247013317,-10.03996901,93.38,15.35251227,75.27152109,4.625456032,-10.52877754,-11.43164789,10.84020866,53.14823924,3.265974172,-7.434232489,-8.071737465,8.73804878,0.536955542,-1.222254717,-1.327066272,2.632628441,-5.992567869,-6.506446314,-0.368244972,-0.399822946,0.910104178,0.90990991,0.92,0.890350877,0.571734671,0.867468037,0.286841874,-10.84074758
SW-70220159,RIVER AXE AT WHITFORD BRIDGE,2021-10-20T12:00:00,7.52,14.5,7.6,3.828641396,5.66296048,11.23848862,0.322075701,-0.946713918,-1,-3.22E-16,109.04,57.152,28.7913833,42.58546281,2.422009272,-7.119288663,-7.52,110.2,55.51530024,82.11292696,4.670097665,-13.72735181,-14.5,29.09767461,43.03849965,2.447775328,-7.195025777,-7.6,21.68144492,1.233112361,-3.624628097,-3.828641396,1.823901966,-5.361203503,-5.66296048,-0.304913549,-0.322075701,0.946713918,0.882629108,0.935483871,0.88372093,0.792902409,0.849916564,0.243613661,-17.76662653
NE-49705106,WHARFE AT ADDINGHAM,2021-10-19T16:20:00,10.3,12.4,8.17,1.223775432,5.411646052,7.495541944,0.305743076,-0.952114054,-0.422618262,-0.906307787,127.72,84.151,12.60488695,55.73995434,3.149153683,-9.806774756,-4.352968099,101.308,15.17481536,67.10441104,3.791214142,-11.80621427,-5.240466449,9.998245279,44.21314824,2.497920931,-7.778771821,-3.452791201,6.622639485,0.374160865,-1.165173788,-0.517189846,1.65457331,-5.152504261,-2.287060449,-0.29110228,-0.129212607,0.402380787,0.911504425,0.925373134,0.890948746,0.550314305,0.844033811,0.234152554,-19.88295384
NE-49705092,FIR BECK AT HAUGH BRIDGE,2021-10-19T15:33:00,10.1,12.7,8.08,1.808288771,5.556828062,8.594154233,0.305743076,-0.952114054,-0.598324601,-0.801253813,128.27,81.608,18.26371659,56.12396343,3.088005068,-9.616351945,-6.04307847,102.616,22.96526739,70.57171639,3.882937065,-12.09184849,-7.598722433,14.61097327,44.89917074,2.470404054,-7.693081556,-4.834462776,10.04834979,0.552871771,-1.721697153,-1.081943657,1.698961704,-5.290734093,-3.324786933,-0.29110228,-0.182933604,0.569673261,0.90990991,0.927007299,0.889867841,0.643911264,0.847487232,0.234152554,-19.88295384
NE-49700224,DIBB AT HARTLINGTON BRIDGE,2021-10-19T15:14:00,9.97,13.2,7.98,1.280933845,4.983606622,8.188689124,0.305743076,-0.952114054,-0.662620048,-0.748955721,131.604,79.5606,12.77091043,49.68655802,3.048258468,-9.492577118,-6.606321879,105.336,16.90832675,65.78360741,4.035808603,-12.56790551,-8.746584634,10.22185208,39.76918084,2.439829746,-7.597870151,-5.287707983,6.383670392,0.391636654,-1.219595116,-0.848772446,1.523703218,-4.744961904,-3.302237659,-0.29110228,-0.202591492,0.63088986,0.908842297,0.929577465,0.888641425,0.561583076,0.832876714,0.234152554,-19.88295384
NE-49705101,BLEA BECK U/S GRIMWITH RESERVOIR,2021-10-19T14:11:00,10.5,11.7,4.84,2.48490665,3.610917913,7.170119543,0.305743076,-0.952114054,-0.841039013,-0.540974471,122.85,50.82,26.09151983,37.91463809,3.210302298,-9.997197567,-8.830909637,56.628,29.07340781,42.24773958,3.577193989,-11.13973443,-9.840156452,12.02694819,17.4768427,1.479796488,-4.608232021,-4.070628823,8.972793935,0.759743003,-2.365914544,-2.089903436,1.10401315,-3.438005693,-3.036922838,-0.29110228,-0.257141855,0.800765064,0.913043478,0.921259843,0.828767123,0.713048268,0.783123443,0.234152554,-19.88295384
MD-57464620,RIVER HAMPS - WINKHILL,2021-10-19T08:57:00,9.98,12.6,7.95,2.63905733,5.768320996,8.648221454,0.305743076,-0.952114054,-0.69779046,0.716301943,125.748,79.341,26.33779215,57.56784354,3.051315898,-9.502098259,-6.963948791,100.17,33.25212236,72.68084455,3.852362758,-11.99663708,-8.792159796,20.98050577,45.85815192,2.430657454,-7.569306729,-5.547434157,15.22292981,0.806873506,-2.512683573,-1.841509028,1.763624205,-5.492099488,-4.025079361,-0.29110228,-0.213344602,0.664376104,0.908925319,0.926470588,0.888268156,0.72520356,0.85225287,0.234152554,-19.88295384
SW-81520166,RIVER FOWEY AT RESTORMEL,2021-10-18T14:02:00,9.75,13.2,7.23,0.955511445,4.060443011,7.170119543,0.289319978,-0.957232443,-0.86162916,-0.507538363,128.7,70.4925,9.316236589,39.58931936,2.820869786,-9.333016319,-8.40088431,95.436,12.61275107,53.59784775,3.81902371,-12.63546825,-11.37350491,6.908347747,29.35700297,2.091783441,-6.920790563,-6.229578827,3.879799769,0.27644855,-0.914646555,-0.823296524,1.174767283,-3.886787783,-3.498596101,-0.276946469,-0.24928653,0.824779386,0.906976744,0.929577465,0.878493317,0.488624829,0.802388843,0.224397344,-22.38221002
SW-81520205,RIVER FOWEY AT RESPRYN BRIDGE,2021-10-18T13:21:00,9.1,13.1,7.24,1.547562509,4.644390899,7.090076836,0.289319978,-0.957232443,-0.938191336,-0.346117057,119.21,65.884,14.08281883,42.26395718,2.6328118,-8.710815231,-8.537541158,94.844,20.27306887,60.84152078,3.790091712,-12.539745,-12.2903065,11.20435257,33.62539011,2.094676641,-6.930362887,-6.792505273,7.187485232,0.447740751,-1.481377041,-1.451909738,1.343715073,-4.445761646,-4.357327302,-0.276946469,-0.271437497,0.898067185,0.900990099,0.929078014,0.878640777,0.607467924,0.822832965,0.224397344,-22.38221002
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-10-18T12:55:00,10,12.2,7.56,2.041220329,5.252273428,7.901007052,0.289319978,-0.957232443,-0.97134207,-0.237685892,122,75.6,20.41220329,52.52273428,2.89319978,-9.57232443,-9.7134207,92.232,24.90288801,64.07773582,3.529703732,-11.6782358,-11.85037325,15.43162569,39.70718712,2.187259034,-7.236677269,-7.343346049,10.72104729,0.590565821,-1.953922322,-1.98272318,1.519587633,-5.027646525,-5.101754144,-0.276946469,-0.281028666,0.929800143,0.909090909,0.924242424,0.88317757,0.671184626,0.840058179,0.224397344,-22.38221002
SW-81520348,RIVER FOWEY AT HALFWAY HOUSE BRIDGE,2021-10-18T12:42:00,9.18,13.1,6.95,0.993251773,4.543294782,6.907755279,0.289319978,-0.957232443,-0.983254908,-0.182235525,120.258,63.801,9.118051276,41.7074461,2.655957398,-8.787393827,-9.026280055,91.045,13.01159823,59.51716164,3.790091712,-12.539745,-12.88063929,6.903099822,31.57589873,2.010773847,-6.652765479,-6.833621611,4.512635597,0.287367581,-0.950772821,-0.976619681,1.314465946,-4.348989163,-4.467216893,-0.276946469,-0.284475288,0.941203498,0.901768173,0.929078014,0.874213836,0.498307232,0.819601872,0.224397344,-22.38221002
SW-81520350,RIVER FOWEY AT BODITHIEL BRIDGE,2021-10-18T12:03:00,10.6,13.3,7.34,1.16315081,4.543294782,6.82437367,0.289319978,-0.957232443,-0.999914328,-0.013089596,140.98,77.804,12.32939859,48.15892469,3.066791767,-10.1466639,-10.59909188,97.622,15.46990577,60.4258206,3.847955707,-12.73119149,-13.29886056,8.537526945,33.3477837,2.123608639,-7.026086132,-7.339371168,5.284537006,0.336522767,-1.113405691,-1.163051161,1.314465946,-4.348989163,-4.542905549,-0.276946469,-0.289295191,0.957150435,0.913793103,0.93006993,0.880095923,0.537711381,0.819601872,0.224397344,-22.38221002
SW-81522725,ST NEOT RIVER AT ST NEOT BRIDGE,2021-10-18T11:22:00,10.3,13.9,6.97,2.63905733,4.394449155,10.30895266,0.289319978,-0.957232443,-0.986285602,0.165047606,143.17,71.791,27.1822905,45.2628263,2.979995773,-9.859494163,-10.1587417,96.883,36.68289689,61.08284325,4.021547694,-13.30553096,-13.70936987,18.39422959,30.62931061,2.016560247,-6.671910128,-6.874410646,11.59720325,0.763532009,-2.526191295,-2.602864247,1.271401933,-4.2065093,-4.33418193,-0.276946469,-0.285352129,0.944104576,0.911504425,0.932885906,0.874529486,0.72520356,0.814624261,0.224397344,-22.38221002
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2021-10-18T10:59:00,10.4,12.8,7.1,1.16315081,4.584967479,6.234410726,0.289319978,-0.957232443,-0.964787324,0.263031214,133.12,73.84,12.09676842,47.68366178,3.008927771,-9.955217407,-10.03378817,90.88,14.88833037,58.68758373,3.703295718,-12.25257527,-12.34927775,8.258370751,32.5532691,2.054171844,-6.796350345,-6.84999,5.333008637,0.336522767,-1.113405691,-1.122193157,1.32652269,-4.388879621,-4.423518505,-0.276946469,-0.279132247,0.923525727,0.912280702,0.927536232,0.87654321,0.537711381,0.820947928,0.224397344,-22.38221002
SW-81520521,RIVER FOWEY AT DRAYNES BRIDGE,2021-10-18T10:01:00,9.37,12.6,6.85,0.336472237,4.343805422,6.327936784,0.289319978,-0.957232443,-0.868198814,0.496216504,118.062,64.1845,3.152744861,40.7014568,2.710928194,-8.969267991,-8.135022887,86.31,4.239550186,54.73194832,3.645431723,-12.06112878,-10.93930506,2.304834823,29.75506714,1.981841849,-6.557042235,-5.947161876,1.461569927,0.09734814,-0.322082141,-0.292124797,1.256749689,-4.158031476,-3.771286716,-0.276946469,-0.251187262,0.831068072,0.903567985,0.926470588,0.872611465,0.251761486,0.812867438,0.224397344,-22.38221002
SW-81523404,SIBLYBACK STREAM AT TREKEIVESTEPS BRIDGE,2021-10-18T09:39:00,10.1,13.5,7.15,0.741937345,4.248495242,3.988984047,0.289319978,-0.957232443,-0.816641555,0.57714519,136.35,72.215,7.493567185,42.90980194,2.922131778,-9.668047674,-8.248079706,96.525,10.01615416,57.35468577,3.905819703,-12.92263798,-11.02466099,5.304852017,30.37674098,2.068637843,-6.844211967,-5.838987118,3.15211728,0.214657296,-0.710206497,-0.605896867,1.22917455,-4.06679748,-3.469497761,-0.276946469,-0.236270717,0.781715791,0.90990991,0.931034483,0.877300613,0.425926539,0.809469199,0.224397344,-22.38221002
SW-81520593,RIVER FOWEY AT HARROWBRIDGE,2021-10-18T09:14:00,9.56,12.3,6.58,0.262364264,4.343805422,6.646390515,0.289319978,-0.957232443,-0.748955721,0.662620048,117.588,62.9048,2.508202364,41.52677983,2.76589899,-9.151142155,-7.160016693,80.934,3.227080447,53.42880669,3.558635729,-11.77395905,-9.212155368,1.726356857,28.58223968,1.903725455,-6.298589475,-4.928128644,1.139659313,0.075907223,-0.251143585,-0.196499217,1.256749689,-4.158031476,-3.253317922,-0.276946469,-0.216687853,0.716924715,0.90530303,0.92481203,0.868073879,0.207835624,0.812867438,0.224397344,-22.38221002
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2021-10-11T14:10:00,10.3,11.5,6.85,1.00E-07,4.442651256,2.302585093,0.172236243,-0.985055672,-0.843391446,-0.537299608,118.45,70.555,1.03E-06,45.75930794,1.774033303,-10.14607342,-8.686931894,78.775,1.15E-06,51.09048944,1.980716795,-11.32814023,-9.699001629,6.85E-07,30.4321611,1.179818265,-6.747631353,-5.777231405,4.44E-07,1.72E-08,-9.85E-08,-8.43E-08,0.765185561,-4.376258818,-3.746894067,-0.169662288,-0.145262574,0.830787528,0.911504425,0.92,0.872611465,1.00E-07,0.816266016,0.146929635,-65.91501953
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2021-10-11T13:40:00,10.7,12,7.25,0.09531018,4.356708827,4.143134726,0.172236243,-0.985055672,-0.906307787,-0.422618262,128.4,77.575,1.019818926,46.61678445,1.8429278,-10.54009569,-9.697493321,87,1.14372216,52.28050592,2.066834916,-11.82066806,-10.87569344,0.690998805,31.586139,1.248712762,-7.141653622,-6.570731456,0.415238703,0.016415867,-0.093885833,-0.086380358,0.75038316,-4.291600741,-3.948519136,-0.169662288,-0.156099048,0.892763626,0.914529915,0.923076923,0.878787879,0.087016611,0.813318209,0.146929635,-65.91501953
NW-88023151,RIVER GOWAN @ STUBBINGS BRIDGE,2021-10-11T13:20:00,10.9,12,7.35,0.09531018,4.276666119,3.583518938,0.172236243,-0.985055672,-0.939692621,-0.342020143,130.8,80.115,1.038880962,46.6156607,1.877375049,-10.73710682,-10.24264957,88.2,1.14372216,51.31999343,2.066834916,-11.82066806,-11.27631145,0.700529823,31.43349597,1.265936386,-7.240159189,-6.906740764,0.407609818,0.016415867,-0.093885833,-0.089562273,0.736596905,-4.212754218,-4.018751595,-0.169662288,-0.161849127,0.925649546,0.915966387,0.923076923,0.880239521,0.087016611,0.810486399,0.146929635,-65.91501953
NW-88004397,RIVER KENT AT SEDGEWICK,2021-10-11T12:00:00,11.3,10.9,7.9,1.00E-07,5.135798437,6.756932389,0.172236243,-0.985055672,-1,-3.22E-16,123.17,89.27,1.13E-06,58.03452234,1.946269546,-11.13112909,-11.3,86.11,1.09E-06,55.98020296,1.877375049,-10.73710682,-10.9,7.90E-07,40.57280765,1.36066632,-7.781939809,-7.9,5.14E-07,1.72E-08,-9.85E-08,-1.00E-07,0.884570628,-5.059047381,-5.135798437,-0.169662288,-0.172236243,0.985055672,0.918699187,0.915966387,0.887640449,1.00E-07,0.837022026,0.146929635,-65.91501953
SO-E0007051,SWALECLIFFE BROOK,2021-10-07T08:36:00,8.04,12.6,7.76,2.890371758,6.670766321,8.006367568,0.104100749,-0.994566757,-0.629320391,0.777145961,101.304,62.3904,23.23858893,53.63296122,0.836970022,-7.996316726,-5.059735944,97.776,36.41868415,84.05165564,1.311669437,-12.53154114,-7.929436927,22.42928484,51.76514665,0.807821812,-7.717838034,-4.883526234,19.28099458,0.300889865,-2.874667666,-1.818969885,0.69443177,-6.634522427,-4.198049269,-0.103535144,-0.065512724,0.62590114,0.889380531,0.926470588,0.885844749,0.742955156,0.869634928,0.094285552,-183.0521398
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2021-10-04T12:19:00,10.6,12.1,7.34,1.335001067,4.96284463,7.43838353,0.052658057,-0.998612602,-0.996565502,-0.082808208,128.26,77.804,14.15101131,52.60615308,0.558175404,-10.58529358,-10.56359432,88.814,16.15351291,60.05042002,0.63716249,-12.08321248,-12.05844257,9.798907832,36.42727958,0.386510138,-7.329816499,-7.314790785,6.625402876,0.070298562,-1.333148889,-1.330416009,0.261333755,-4.955959189,-4.94579975,-0.052584999,-0.052477203,0.995182869,0.913793103,0.923664122,0.880095923,0.571734671,0.832294809,0.050023896,-719.7737073
SW-82528154,RIVER CAMEL AT CAMELFORD BRIDGE,2021-10-04T11:35:00,10.6,12.1,7.6,0.875468737,5.030437921,8.342839804,0.052658057,-0.998612602,-0.994056338,0.108866875,128.26,80.56,9.279968612,53.32264196,0.558175404,-10.58529358,-10.53699718,91.96,10.59317172,60.86829884,0.63716249,-12.08321248,-12.02808169,6.653562401,38.2313282,0.400201233,-7.589455775,-7.554828169,4.403991133,0.046100483,-0.874254113,-0.870265247,0.264893087,-5.023458701,-5.000538698,-0.052584999,-0.052345075,0.992677186,0.913793103,0.923664122,0.88372093,0.466799963,0.834174564,0.050023896,-719.7737073
SW-82528005,RIVER CAMEL AT POLBROCK,2021-10-04T10:21:00,10.8,11.8,7.6,0.741937345,5.036952602,6.779921907,0.052658057,-0.998612602,-0.908143174,0.418659738,127.44,82.08,8.012923326,54.3990881,0.568707016,-10.7850161,-9.807946279,89.68,8.754860671,59.4360407,0.621365073,-11.7836287,-10.71608945,5.638723822,38.28083978,0.400201233,-7.589455775,-6.901888122,3.73710324,0.039068979,-0.740907983,-0.673785335,0.265236137,-5.029964344,-4.574274123,-0.052584999,-0.047821055,0.906883218,0.915254237,0.921875,0.88372093,0.425926539,0.834353511,0.050023896,-719.7737073
SO-E0007051,SWALECLIFFE BROOK,2021-09-14T10:28:00,8.02,17,8.25,0.993251773,7.098375639,7.649692624,-0.287260971,-0.957852355,-0.920504853,0.390731128,136.34,66.165,7.965879219,56.92897262,-2.303832987,-7.681975887,-7.382448921,140.25,16.88528014,120.6723859,-4.883436507,-16.28349004,-15.6485825,8.194327127,58.56159902,-2.369903011,-7.902281929,-7.594165037,7.050474189,-0.285322469,-0.95138855,-0.914293077,-2.039086279,-6.799195822,-6.534089224,0.275153598,0.264425118,0.881707741,0.889135255,0.944444444,0.891891892,0.498307232,0.876518447,-0.403038082,-22.72611803
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-09-06T15:37:00,9.69,17.6,8.02,0.832909123,5.648974238,5.480638923,-0.415948392,-0.90938822,-0.584249666,-0.811573982,170.544,77.7138,8.070889402,54.73856037,-4.030539918,-8.811971852,-5.661379264,141.152,14.65920056,99.42194659,-7.320691699,-16.00523267,-10.28279412,6.679931166,45.30477339,-3.335906104,-7.293293524,-4.685682321,4.705082178,-0.34644721,-0.757437745,-0.486626877,-2.349681751,-5.137110627,-3.300411312,0.378258568,0.243017709,0.531309764,0.90645463,0.946236559,0.889135255,0.454419214,0.849600861,-0.712177462,-10.03609266
SO-E0007051,SWALECLIFFE BROOK,2021-07-05T10:45:00,7.86,15.9,7.88,4.110873864,6.440946541,8.748304912,-0.998315097,-0.058025569,-0.946930129,0.321439465,124.974,61.9368,32.31146857,50.62583981,-7.846756662,-0.456080972,-7.442870814,125.292,65.36289444,102.41105,-15.87321004,-0.922606547,-15.05618905,32.39368605,50.75465874,-7.866722964,-0.457241484,-7.461809417,26.47791879,-4.10394744,-0.238535795,-3.892710318,-6.430094171,-0.373739588,-6.099126339,0.057927802,0.945334644,0.05494616,0.887133183,0.940828402,0.887387387,0.804338744,0.865608496,-592.5059763,-0.061599941
SW-82114960,PENZANCE (30400),2021-06-08T11:15:00,7.83,14.4,7.7,2.028148247,6.442540166,2.302585093,-0.918546999,0.395311789,-0.98078528,0.195090322,112.752,60.291,15.88040077,50.4450895,-7.192223002,3.095291308,-7.679548742,110.88,29.20533476,92.77257839,-13.22707679,5.692489762,-14.12330803,15.6167415,49.60755928,-7.072811892,3.043900775,-7.552046656,13.06642654,-1.862949486,0.801750912,-1.989177946,-5.917775935,2.546812079,-6.318748561,-0.363112457,0.900897376,-0.387715984,0.886749717,0.935064935,0.885057471,0.669765177,0.865637272,-11.2770185,0.283314304
SO-E0007051,SWALECLIFFE BROOK,2021-05-10T11:31:00,7.89,12.5,8.05,2.079441542,6.872128101,8.006367568,-0.61746728,0.786596566,-0.99200495,0.126198969,98.625,63.5145,16.40679377,54.22109072,-4.871816839,6.206246906,-7.826919055,100.625,25.99301928,85.90160126,-7.718341,9.832457075,-12.40006188,16.73950441,55.32063121,-4.970611604,6.332102356,-7.985639848,14.29018866,-1.283987113,1.635681576,-2.062816303,-4.243314246,5.405592365,-6.817185093,-0.485697642,0.612530598,-0.780307687,0.887514061,0.925925926,0.889502762,0.675265795,0.872969547,-1.614155464,0.440276546
MD-51974020,MONKSDALE STREAM AT MILLERS DALE,2020-03-18T12:11:00,12,8.4,8.2,0.336472237,6.309918278,3.988984047,0.227010821,0.973892236,-0.998848386,-0.047978129,100.8,98.4,4.037666844,75.71901934,2.724129852,11.68670683,-11.98618063,68.88,2.826366791,53.00331354,1.906890896,8.180694782,-8.390326442,2.759072343,51.74132988,1.861488732,7.985916335,-8.190556765,2.123112318,0.076382839,0.327687699,-0.336084751,1.432419729,6.145180421,-6.302651688,0.221084076,-0.226749392,-0.972770688,0.923076923,0.893617021,0.891304348,0.251761486,0.863199565,0.185011262,0.49338673
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-03-03T11:10:00,11.6,5.3,7.99,2.397895273,5.480638923,6.8134446,0.468015328,0.883720347,-0.976296007,0.216439614,61.48,92.684,27.81558517,63.57541151,5.428977805,10.25115603,-11.32503368,42.347,12.70884495,29.04738629,2.480481238,4.683717839,-5.174368837,19.15918323,43.79030499,3.739442471,7.060925573,-7.800605096,13.14199817,1.122251743,2.119068843,-2.34105558,2.565023023,4.843352131,-5.350725896,0.413594668,-0.456921496,-0.862772646,0.920634921,0.841269841,0.888765295,0.70570017,0.845694227,0.318808203,0.469135638
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-02-04T10:40:00,11.2,5.7,7.52,2.772588722,5.451038454,7.783224016,0.824156636,0.566361933,-0.939692621,0.342020143,63.84,84.224,31.05299369,61.05163068,9.230554323,6.34325365,-10.52455736,42.864,15.80375572,31.07091919,4.697692825,3.228263018,-5.35624794,20.84986719,40.99180917,6.197657903,4.259041736,-7.06648851,15.11348774,2.285047394,1.570288708,-2.605381163,4.492509515,3.087260676,-5.122300612,0.466770945,-0.774453909,-0.532206129,0.918032787,0.850746269,0.882629108,0.734930025,0.844986198,0.451801463,0.361577948
NW-88003872,RIVER WYRE AT ST MICHAELS,2020-01-10T12:01:00,11.7,5.6,7.57,2.63905733,5.407171771,7.313220387,0.985240283,0.17117706,-0.999990481,-0.004363309,65.52,88.569,30.87697076,63.26390972,11.52731131,2.002771602,-11.69988863,42.392,14.77872105,30.28016192,5.517345585,0.958591536,-5.599946694,19.97766399,40.93229031,7.458268942,1.295810344,-7.569927941,14.2698363,2.600105591,0.451746075,-2.639032209,5.327363446,0.925583767,-5.4071203,0.168650535,-0.985230904,-0.171175431,0.921259843,0.848484848,0.883313886,0.72520356,0.843924896,0.496282637,0.146158139
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-12-09T13:37:00,10.5,6.4,7.28,3.091042453,5.308267697,7.824046011,0.927639626,-0.373476537,-0.911762044,-0.410718853,67.2,76.44,32.45594576,55.73681082,9.740216073,-3.921503639,-9.573501462,46.592,19.7826717,33.97291326,5.936893606,-2.390249837,-5.835277082,22.50278906,38.64418883,6.753216477,-2.718909189,-6.63762768,16.4080808,2.867373465,-1.154431831,-2.818295185,4.924159461,-1.982513437,-4.839877006,-0.346451635,-0.845786601,0.340521731,0.913043478,0.864864865,0.879227053,0.755563524,0.841477875,0.481230835,-0.596109418
