sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Cond @ 25C,Oxygen Diss,Temp Water,pH,Turbidity,E.coli C-MF,Available
NW-88022982,WELD ROAD SW-LH OUTFALL LOOKING SEAWARD,2021-05-07T11:25:00,97,12.3,9.4,8.07,,210,5
NE-49700247,WHARFE AT DENTON BRIDGE - BEN RHYDDING,2021-12-14T14:39:00,251,12.2,7.5,8.07,,210,5
NE-49700405,TOWN BECK U/S OLD VICARAGE BR ADDINGHAM,2021-12-14T14:19:00,364,12.1,7.6,8.07,,210,5
SW-50450129,RIVER PIDDLE AT WEST MILLS,2023-02-01T12:50:00,586,12,7.6,8.07,,210,5
SO-G0006587,MIDDLE PARKWAY ROAD BRIDGE,2024-03-04T11:29:00,553,12,8.1,8.07,,210,5
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2024-02-26T09:25:00,386,11.9,6.9,8.07,,210,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2020-02-05T13:45:00,1008,11.6,7,8.07,,210,5
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2015-04-01T11:31:00,780,11.6,8.7,8.07,,210,5
NW-88003423,STOCK BECK ABOVE BARNOLDSWICK STW,2015-06-05T09:35:00,313,11.4,11.6,8.07,,210,5
SW-C0538000,HOOKE MAIDEN NEWTON,2023-03-29T10:13:00,440,11.3,9.7,8.07,,210,5
SW-60030143,ISLEPORT RHYNE OUTLET INTO RIVER BRUE,2015-04-24T11:20:00,568,11.1,12,8.07,,210,5
SW-70230122,RIVER AXE AT BROOM,2021-11-08T13:01:00,459,11.1,10.1,8.07,,210,5
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2016-01-05T11:18:00,405,11.1,10.6,8.07,,210,5
SW-50220110,"NADDER, BEMERTON",2015-01-06T11:30:00,562,11,9,8.07,,210,5
SW-50450129,RIVER PIDDLE AT WEST MILLS,2023-03-17T14:31:00,544,11,12.1,8.07,,210,5
NW-88003840,RIVER WYRE PTC RIVER BROCK,2019-04-01T12:24:00,194,10.9,8.5,8.07,,210,5
AN-ORE040,R.ORE BEVERSHAM BRIDGE,2020-02-17T12:52:00,737,10.8,6.8,8.07,,210,5
NE-45600076,SALTBURN GILL U/S SKELTON BECK CONF,2013-05-29T10:29:00,1299,10.7,9.3,8.07,,210,5
SW-70614847,BEACON COVE BEACH (23700),2021-06-24T11:45:00,50354,10.4,15.6,8.07,,210,5
AN-DEB026,EARL SOHAM W/C KENTISH TOWN.BR.(R.DEBEN),2020-01-09T11:19:00,972,10.3,9,8.07,,210,5
SW-70210103,RIVER AXE AT SEATON BEACH,2014-06-02T10:10:00,519,10.1,13.3,8.07,,210,5
SW-50220136,RIVER NADDER AT WILTON,2015-11-02T14:39:00,506,10.1,12.1,8.07,,210,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2019-08-13T10:57:00,1000,9.86,13.2,8.07,,210,5
AN-11M52,R.OUSE SWIMMING STEPS OLNEY,2023-06-26T16:30:00,867,9.83,21.8,8.07,,210,5
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2024-09-18T13:31:00,4218,9.79,15,8.07,,210,5
NE-49705098,WHARFE U/S KETTLEWELL BECK,2023-06-30T10:27:00,219,9.75,14.7,8.07,,210,5
SW-70240223,RIVER YARTY AT BECKFORD BRIDGE,2023-07-04T09:12:00,512,9.63,15.1,8.07,,210,5
SW-81010825,SILVERBRIDGE LAKE AT KITLEY HOTEL,2015-08-05T12:42:00,432,9.62,15.4,8.07,,210,5
SW-50280476,AVON AT RINGWOOD DS SUBSTATION,2014-05-07T10:11:00,548,9.54,13.5,8.07,,210,5
NE-49000230,REIGHTON (07700),2024-06-12T10:20:00,806,9.52,12,8.07,,210,5
SW-82215385,MEXICO TOWANS (31250),2024-08-19T12:12:00,565,9.52,17.4,8.07,,210,5
SW-50450129,RIVER PIDDLE AT WEST MILLS,2023-08-04T09:37:00,556,9.32,15.6,8.07,,210,5
SW-82111401,EASTERN GREEN STREAM AT BEACH,2023-06-20T11:55:00,380,9.17,16.2,8.07,,210,5
TH-PRTS0046,THAMES U/S OF RUNNYMEDE CHANNEL INTAKE,2021-06-29T12:40:00,662,8.95,17.7,8.07,,210,5
SO-Y0004255,COMPTON BAY (17400),2016-06-01T10:55:00,836,8.86,12.7,8.07,,210,5
TH-PRTS0039,ST ANNS LAKE,2021-08-20T10:30:00,117,8.64,20.2,8.07,,210,5
TH-PRTS0006,DATCHET 3 (N),2021-10-04T11:11:00,245,8.6,17.2,8.07,,210,5
SW-81810608,MEVAGISSEY STREAM AT CAR PARK,2024-09-20T11:08:00,819,8.55,15.8,8.07,,210,5
SO-E0007094,"RAILWAY BRIDGE, BEKESBOURNE",2014-05-27T17:45:00,655,8.53,13.3,8.07,,210,5
NW-88024607,LEIGHTON MOSS - LILIANS,2019-05-07T08:40:00,401,8.46,11.7,8.07,,210,5
AN-SE1625,R.STOUR QUAY ST MANNINGTREE,2024-06-12T14:18:00,35743,8.43,15.8,8.07,,210,5
AN-RE03,R.ROACH MONKTON QUAY FOULNESS,2012-10-31T09:10:00,49885,8.4,9.7,8.07,,210,5
AN-BL06,R.BLACKWATER STISTED MILL,2023-07-17T15:46:00,836,8.21,17.6,8.07,,210,5
SW-70614904,BROADSANDS BEACH (24300),2019-07-18T10:36:00,612,7.84,18.6,8.07,,210,5
NW-88023220,SEASCALE BLACK PIPE,2016-09-04T13:50:00,460,7.84,15.7,8.07,,210,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2011-06-14T16:17:00,45292,7.63,17.77,8.07,,210,5
SW-Z1020124,RIVER TRYM BADOCKS WOOD NORTH,2014-06-15T12:00:00,863,7.36,17,8.068,,210,5
NE-45600231,SANDSWATH BCK D/S WOODHOUSE FRM COTTAGES,2013-08-20T10:24:00,953,6.59,13.2,8.066,,210,5
AN-CH08,R.CHELMER FELSTED MILL,2022-07-20T11:21:00,937,5.93,20.9,8.064,,210,5
NE-42100253,FIELD DRAIN 300M NORTH OF MILL BURN,2017-08-09T13:21:00,695,5.57,13.5,8.064,,210,5
AN-MISCTM11,MISC.10KM SQ CLACTON ON SEA.........TM11,2017-09-06T07:00:00,37750,0.84,16.5,8.063,,210,5
SO-G0003619,BEAULIEU RIVER-SHELLFISH WATER,2009-12-08T14:10:00,44473,8.85,9.052,8.06,,210,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-07-11T18:00:00,45.062,7.88,17.005,8.06,,210,5
NW-88003843,RIVER BROCK AT A6 ROAD  BRIDGE,2022-04-08T10:02:00,183,13.2,5.1,8.06,,210,5
NW-88003869,OLD RIVER BROCK PTC NEW DRAUGHT,2013-03-20T11:42:00,516,13.1,4.6,8.06,,210,5
AN-THCDSD,TETNEY HAVEN CHANNEL D/S DOORS,2023-03-06T10:20:00,3277,12.9,6.1,8.06,,210,5
NE-45600190,SKELTON BK DS RD BR BY BEACH,2010-07-06T11:07:00,9.6,12.6,16.3,8.06,,210,5
AN-CL0814,TOPPESFIELD BK.A604 RD.BR.,2023-02-10T10:00:00,821,12.2,2.3,8.06,,210,5
SW-82515155,BOOBY'S BAY (32750),2017-05-22T11:05:00,819,12.2,14,8.06,,210,5
AN-WHDR1,WILLOUGHBY HIGH DRN.HOGSTHORPE,2022-05-10T12:17:00,708,12.2,16.2,8.06,,210,5
AN-48M09,R.WISSEY DIDLINGTON LODGE RD.BR.NORTHWOL,2021-12-07T14:30:00,647,12.2,4.3,8.06,,210,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2019-02-04T12:00:00,1145,11.9,3.6,8.06,,210,5
AN-BL1030,FINCHINGFIELD BK.U/S OF R.PANT CONF.,2023-11-29T11:40:00,748,11.9,5.1,8.06,,210,5
SO-E0004912,EAST CONFLUENCE BY TENNIS COURTS,2016-02-18T12:00:00,557,11.8,6.9,8.06,,210,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2024-11-20T13:39:00,840,11.7,5.4,8.06,,210,5
SW-50220329,RIVER NADDER AT WARDOUR,2014-12-04T11:15:00,503,11.7,7,8.06,,210,5
NW-88003867,WOODPLUMPTON BROOK PTC BARTON BROOK,2015-03-06T11:29:00,617,11.6,6.8,8.06,,210,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2019-11-21T10:00:00,1040,11.5,5.2,8.06,,210,5
MD-51705100,RIVER WYE AT TOPLEY PIKE,2020-01-29T13:13:00,535,11.5,7,8.06,,210,5
NW-88022981,SAVICK BROOK @ SHAROE GREEN BRIDGE,2017-02-01T12:01:00,493,11.5,7,8.06,,210,5
AN-CL0814,TOPPESFIELD BK.A604 RD.BR.,2023-01-26T10:13:00,896,11.3,3.8,8.06,,210,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2024-12-04T16:08:00,826,11.3,6.4,8.06,,210,5
NW-88003571,SAVICK BROOK PTC EAVES BROOK,2024-03-18T13:39:00,418,11.3,10.4,8.06,,210,5
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2015-10-09T11:04:00,2055,11.2,10.1,8.06,,210,5
AN-LUDO9,LOUTH CANAL TETNEY LOCK,2022-05-13T09:25:00,608,11.2,14.6,8.06,,210,5
SW-50250634,RIVER WYLYE AT B3095 BRIDGE,2013-11-25T15:04:00,602,11.2,8.7,8.06,,210,5
AN-BUCK2,BUCK BECK LINKS ROAD FOOTBRIDGE,2023-01-24T11:25:00,928,11.1,1.6,8.06,,210,5
AN-DEB026,EARL SOHAM W/C KENTISH TOWN.BR.(R.DEBEN),2023-03-22T13:25:00,869,11.1,10.1,8.06,,210,5
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-11-30T11:24:00,753,11.1,7.8,8.06,,210,5
SW-82610106,TREBARWITH STM @ MILL HOUSE CAR PARK,2021-05-04T15:21:00,256,11.1,10.5,8.06,,210,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2010-12-15T12:29:00,32159,11,1.75,8.06,,210,5
AN-CH08,R.CHELMER FELSTED MILL,2022-12-07T11:12:00,921,11,6,8.06,,210,5
NW-88022686,RIVER DOUGLAS U/S RUFFORD BRIDGE,2023-12-06T12:15:00,858,11,5.2,8.06,,210,5
SW-70230174,RIVER AXE AT SEABOROUGH,2021-11-08T13:49:00,498,11,10,8.06,,210,5
NW-88023724,MILL BECK AT A5074 NEW ROAD,2024-06-05T13:06:00,154,11,11.4,8.06,,210,5
NW-88000795,KIDSGROVE STREAM AT MALKINS BANK,2023-02-17T12:59:00,1041,10.9,10.2,8.06,,210,5
AN-ORE040,R.ORE BEVERSHAM BRIDGE,2023-03-22T12:50:00,868,10.9,10.6,8.06,,210,5
NE-45600238,TRIB OF SALTBURN GILL U/S BROTTON TK CSO,2013-05-09T10:34:00,1322,10.8,10.1,8.06,,210,5
NW-88003843,RIVER BROCK AT A6 ROAD  BRIDGE,2024-06-21T11:42:00,273,10.8,14.9,8.06,,210,5
SO-E0007124,"FROG LANE, BISHOPSBOURNE",2014-03-24T13:17:00,654,10.6,11.1,8.06,,210,5
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2011-02-10T13:06:00,1485,10.5,8.05,8.06,,210,5
NW-88003869,OLD RIVER BROCK PTC NEW DRAUGHT,2014-05-02T12:50:00,551,10.5,13.2,8.06,,210,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2023-11-15T11:43:00,870,10.4,9.2,8.06,,210,5
SO-E0007123,BLACK ROBIN LANE KINGSTON,2014-03-24T12:45:00,652,10.4,11.3,8.06,,210,5
AN-WOLD3,WOLD GRIFT DRN.RAILWAY CROSSING,2023-03-13T08:10:00,875,10.2,8.7,8.06,,210,5
AN-ALD020,R.ALDE FARNHAM BRIDGE,2024-01-03T11:25:00,530,10.2,8.1,8.06,,210,5
NW-88024607,LEIGHTON MOSS - LILIANS,2019-06-04T08:21:00,334,10.2,14.5,8.06,,210,5
AN-TRUSTHRP,TRUSTHORPE PUMP DRAIN LOWER,2022-11-15T12:03:00,953,10.1,10.8,8.06,,210,5
SO-G0003658,HOEFORD LAKE NEAR FLEETLANDS,2023-11-06T09:42:00,671,10,13.5,8.06,,210,5
NE-49705098,WHARFE U/S KETTLEWELL BECK,2023-09-15T11:48:00,234,10,14,8.06,,210,5
SW-82215391,HAYLE TOWANS (31300),2012-07-31T14:30:00,708,9.99,13,8.06,,210,5
NW-88000795,KIDSGROVE STREAM AT MALKINS BANK,2022-09-20T12:11:00,1019,9.84,13.5,8.06,,210,5
TH-PRTS0046,THAMES U/S OF RUNNYMEDE CHANNEL INTAKE,2024-02-14T08:53:00,530,9.83,8.7,8.06,,210,5
AN-INGMDR01,INGOLDMELLS MAIN DRAIN,2023-09-04T13:35:00,49936,9.81,21.5,8.06,,210,5
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2024-07-17T12:19:00,917,9.81,15,8.06,,210,5
AN-ORE040,R.ORE BEVERSHAM BRIDGE,2020-01-15T13:07:00,926,9.8,8.9,8.06,,210,5
SO-E0007051,SWALECLIFFE BROOK,2020-11-10T12:09:00,540,9.74,12.3,8.06,,210,5
SW-70230605,KIT BROOK AT AXE FARM,2022-01-10T11:26:00,342,9.7,8.5,8.06,,210,5
NE-49700239,WHARFE AT BOLTON BRIDGE,2023-06-20T12:37:00,185,9.64,16.4,8.06,,210,5
SW-70230122,RIVER AXE AT BROOM,2023-08-24T09:08:00,525,9.35,16,8.06,,210,5
NW-88023220,SEASCALE BLACK PIPE,2016-06-21T10:40:00,516,9.19,13.7,8.059,,210,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2024-10-09T11:45:00,762,9.08,13.9,8.058,,210,5
SW-70230122,RIVER AXE AT BROOM,2022-08-02T10:25:00,530,8.85,18.3,8.055,,210,5
TH-PRTS0055,"THAMES, U/S CS3",2021-06-29T13:11:00,651,8.78,18,8.054,,210,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2023-05-11T12:50:00,741,8.75,14.4,8.054,,210,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2022-09-28T13:02:00,829,8.68,10.4,8.053,,210,5
SW-73110303,WEST WILDER BROOK AT ILFRACOMBE BEACH,2016-08-03T11:40:00,240,8.59,16.8,8.052,,210,5
AN-INGMDR01,INGOLDMELLS MAIN DRAIN,2021-06-29T12:55:00,39821,8.58,16.4,8.051,,210,5
SW-50280476,AVON AT RINGWOOD DS SUBSTATION,2014-08-07T09:46:00,547,8.57,18,8.05,,210,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2023-09-06T12:35:00,830,8.31,16.9,8.05,,210,5
NW-88003852,BARTON BROOK PTC WOODPLUMPTON BROOK,2015-08-06T10:27:00,448,8.19,15.4,8.05,,210,5
AN-33M30,SHEEPS GREEN R.CAM,2024-07-26T10:02:00,840,8.02,16.8,8.05,,210,5
SO-E0007051,SWALECLIFFE BROOK,2021-05-10T11:31:00,965,7.89,12.5,8.05,,210,5
NW-88023095,RIVER DOUGLAS BELOW DEAN BROOK,2012-08-12T12:50:00,692,7.29,16.6,8.05,,210,5
AN-ALD020,R.ALDE FARNHAM BRIDGE,2024-07-24T11:18:00,989,7.28,16.4,8.05,,210,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-09-06T08:04:00,47239.5,7.11,19.24,8.05,,210,5
MD-13618600,RIVER TEME AT LUDLOW (BEACH SAMPLE SITE),2024-08-15T13:04:00,1158,6.84,16.6,8.05,,210,5
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-06-13T08:51:00,807,6.47,16.8,8.05,,210,5
NW-88024607,LEIGHTON MOSS - LILIANS,2022-05-20T09:20:00,514,5.86,15.7,8.05,,210,5
SO-DUMPSTOU,DUMP STOUR,2013-07-19T13:17:00,643,1.58,16.3,8.05,,210,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-01-16T08:20:00,1.704,10.5,5.684,8.05,,200,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2024-04-24T13:06:00,801,14.3,8.9,8.05,,200,5
AN-INGMDR01,INGOLDMELLS MAIN DRAIN,2023-02-15T12:08:00,2323,13.9,4.5,8.05,,200,5
AN-BUCK2,BUCK BECK LINKS ROAD FOOTBRIDGE,2023-03-06T11:25:00,929,13.4,6,8.05,,200,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2023-02-09T14:20:00,1267,13.1,4.2,8.05,,200,5
SO-E0004889,"ROSE LANE, BISHOPSBOURNE",2014-04-22T11:27:00,641,13.1,11.9,8.05,,200,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2016-03-01T12:49:00,1111,12.6,5.5,8.05,,200,5
NW-88003423,STOCK BECK ABOVE BARNOLDSWICK STW,2016-01-18T11:28:00,314,12.6,5.1,8.05,,198,5
SW-70240302,CORRY BROOK PRIOR TO RIVER YARTY,2021-12-06T11:23:00,257,12.5,6.3,8.05,,198,5
NW-88022980,SANDY BROOK PTC SAVICK BROOK,2014-04-11T10:58:00,559,12.2,9.3,8.05,,198,5
SW-C0538000,HOOKE MAIDEN NEWTON,2023-02-01T10:11:00,539,12.1,7,8.05,,198,5
NW-88003424,STOCK BECK AT FOOTBRIDGE,2015-03-24T13:04:00,527,12.1,6.9,8.05,,198,5
MD-51706250,RIVER WYE AT ASHWOOD PARK BUXTON,2020-01-29T13:54:00,394,12,6.2,8.05,,198,5
AN-ORE040,R.ORE BEVERSHAM BRIDGE,2024-02-07T11:12:00,637,11.9,7.7,8.05,,198,5
SW-70240223,RIVER YARTY AT BECKFORD BRIDGE,2023-03-21T10:09:00,355,11.9,9.6,8.05,,198,5
SW-50220329,RIVER NADDER AT WARDOUR,2014-03-05T14:04:00,479,11.8,8.3,8.05,,198,5
NE-45600076,SALTBURN GILL U/S SKELTON BECK CONF,2013-06-11T10:38:00,1286,11.7,11.1,8.05,,198,5
AN-48M25,R.GADDER OXBOROUGH BRIDGE,2021-12-07T13:35:00,674,11.7,4.9,8.05,,198,5
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-12-07T09:47:00,834,11.5,5.7,8.05,,198,5
SW-70110104,RIVER LIM AT BEACH,2015-05-08T14:30:00,203,11.5,10.4,8.05,,198,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2023-02-22T13:35:00,1426,11.4,8.4,8.05,,198,5
NW-88005832,ALLONBY BECK AT ALLONBY,2021-06-16T14:36:00,425,11.3,13.7,8.05,,198,5
SW-70230139,R.AXE AT CHARD JUNCTION,2022-01-10T10:32:00,391,11.2,7.6,8.05,,198,5
SW-50220110,"NADDER, BEMERTON",2013-01-04T12:10:00,575,11.1,9.4,8.05,,198,5
NW-88022981,SAVICK BROOK @ SHAROE GREEN BRIDGE,2017-01-18T11:50:00,524,11,7.3,8.05,,198,5
NW-88003570,SAVICK BROOK PTC SANDY BROOK,2017-01-18T11:45:00,521,11,7.2,8.05,,198,5
SW-81020105,R YEALM AT PUSLINCH GAUGING STN,2021-11-08T11:21:00,454,11,10.5,8.05,,198,5
NW-88003852,BARTON BROOK PTC WOODPLUMPTON BROOK,2014-03-06T13:51:00,438,10.9,8.6,8.05,,198,5
SO-Y0004298,SANDOWN (18400),2022-09-12T11:12:00,192,10.9,17.3,8.05,,198,5
SO-E0007094,"RAILWAY BRIDGE, BEKESBOURNE",2014-03-24T14:03:00,655,10.8,10.3,8.05,,198,5
AN-BL1030,FINCHINGFIELD BK.U/S OF R.PANT CONF.,2023-11-08T10:41:00,736,10.7,9.5,8.05,,198,5
NW-88004545,MILL BECK AT A592(STEAM BOAT MUSEUM),2024-05-13T10:21:00,152,10.7,13.3,8.05,,198,5
NW-88003867,WOODPLUMPTON BROOK PTC BARTON BROOK,2023-11-21T11:07:00,725,10.6,9.5,8.05,,198,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2024-02-21T16:18:00,690,10.6,9.2,8.05,,198,5
NW-88003136,CALICO BROOK PTC ROAD,2012-10-03T11:17:00,286.9,10.6,11.2,8.05,,198,5
AN-BL06,R.BLACKWATER STISTED MILL,2023-11-24T09:23:00,785,10.5,8.8,8.05,,198,5
MD-57464620,RIVER HAMPS - WINKHILL,2023-10-03T12:23:00,278,10.5,12.1,8.05,,198,5
SW-81510151,READYMONEY COVE STREAM,2024-06-10T10:41:00,908,10.4,14.6,8.05,,198,5
SO-E0007124,"FROG LANE, BISHOPSBOURNE",2014-03-31T14:14:00,654,10.4,11.9,8.05,,198,5
NW-88024604,LEIGHTON MOSS - MAIN DYKE,2019-12-10T09:50:00,482,10.4,4.9,8.05,,198,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2023-11-09T11:39:00,897,10.3,9.1,8.05,,198,5
AN-ORE040,R.ORE BEVERSHAM BRIDGE,2024-03-13T12:15:00,820,10.2,10.2,8.05,,198,5
MD-57464620,RIVER HAMPS - WINKHILL,2022-10-21T13:52:00,397,10.2,11.5,8.05,,198,5
NW-88003570,SAVICK BROOK PTC SANDY BROOK,2015-11-05T09:55:00,564,10.1,10.6,8.05,,198,5
NW-88024604,LEIGHTON MOSS - MAIN DYKE,2019-01-08T09:10:00,463,10,5.5,8.05,,198,5
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-12-11T13:38:00,707,9.97,7.8,8.05,,198,5
NW-88003570,SAVICK BROOK PTC SANDY BROOK,2016-09-26T13:51:00,387,9.86,13.2,8.05,,198,5
SW-70920104,RIVER ERME AT SEQUERS BRIDGE,2019-07-02T12:20:00,180,9.82,15.8,8.05,,198,5
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2016-06-01T13:19:00,2093,9.7,14.3,8.05,,198,5
NW-88000795,KIDSGROVE STREAM AT MALKINS BANK,2023-10-06T13:09:00,866,9.65,15.5,8.05,,198,5
SO-E0007094,"RAILWAY BRIDGE, BEKESBOURNE",2014-05-06T15:30:00,659,9.57,14.8,8.05,,198,5
AN-33M30,SHEEPS GREEN R.CAM,2024-11-06T10:33:00,823,9.56,11.3,8.05,,198,5
SW-70230139,R.AXE AT CHARD JUNCTION,2023-09-28T10:38:00,450,9.56,14.5,8.05,,198,5
SW-70614869,HOLLICOMBE BEACH (23900),2021-08-12T15:20:00,151,9.56,16.6,8.05,,198,5
NW-88022981,SAVICK BROOK @ SHAROE GREEN BRIDGE,2015-11-05T10:00:00,555,9.39,10.6,8.05,,198,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2019-08-23T13:48:00,1000,9.19,15.7,8.05,,198,5
SW-70314533,SIDMOUTH (TOWN WEST END) BEACH (21800),2023-07-12T10:45:00,758,9.05,16.8,8.05,,191,5
SW-82515237,TREVONE BAY BEACH (33000),2024-05-29T10:00:00,893,8.97,14.7,8.05,,191,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2024-07-10T13:55:00,754,8.87,16.3,8.05,,191,5
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-10-03T12:41:00,120,8.87,13.8,8.05,,191,5
SO-E0004890,SCHOOL LANE BEKESBOURNE,2014-05-27T17:40:00,654,8.82,13.3,8.05,,191,5
SW-Z1020124,RIVER TRYM BADOCKS WOOD NORTH,2014-08-27T12:02:00,761,8.72,16.7,8.05,,191,5
SW-Z1020114,W. TRYM STM. AT LAKEWOOD RD,2015-07-19T11:46:00,844,8.65,15.8,8.05,,191,5
NW-88003872,RIVER WYRE AT ST MICHAELS,2019-07-05T11:39:00,284,8.64,18.3,8.05,,191,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-10-16T15:49:00,16,8.64,11.87,8.05,,191,5
SW-73110515,HELE STREAM U/S MILL LEAT,2024-07-11T14:44:00,716,8.63,16.4,8.05,,191,5
NW-88024271,ARCLID BK @ ARCLID BRIDGE,2022-08-18T12:52:00,649,8.05,16.6,8.047,,191,5
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-09-26T12:10:00,1024,8.02,13.4,8.047,,191,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2019-07-16T10:27:00,1352,7.92,14.7,8.045,,191,5
SW-70314533,SIDMOUTH (TOWN WEST END) BEACH (21800),2022-09-08T12:08:00,245,7.9,13.7,8.044,,191,5
NW-88022687,RIVER DOUGLAS @ BECCONSALL LANE,2012-08-01T14:53:00,1313,7.89,16.7,8.043,,191,5
SW-Z1020124,RIVER TRYM BADOCKS WOOD NORTH,2015-08-20T13:35:00,635,7.82,17.3,8.043,,191,5
NW-88009854,BISPHAM AT BISPHAM (42600),2024-08-15T12:15:00,824,7.71,18.2,8.041,,191,5
SO-E0004506,"COCKLES BRIDGE, LYDD",2023-08-02T08:55:00,946,7.7,17.4,8.041,,191,5
AN-TUD070,R.TUD COSTESSEY PARK BRIDGE,2023-08-02T14:05:00,585,7.36,17.3,8.04,,191,5
AN-ALD020,R.ALDE FARNHAM BRIDGE,2024-08-15T12:17:00,984,7.33,17.1,8.04,,191,5
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2011-08-18T11:30:00,1444,7.03,18.12,8.04,,191,5
SW-Z1020124,RIVER TRYM BADOCKS WOOD NORTH,2015-09-17T13:35:00,753,6.8,15.3,8.04,,190,5
AN-MISCTM11,MISC.10KM SQ CLACTON ON SEA.........TM11,2017-09-05T09:30:00,43767,6.75,17.5,8.04,,190,5
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2009-08-07T11:22:00,40660,6.31,20.94,8.04,,190,5
SW-70614874,PAIGNTON (PAIGNTON SANDS) (24100),2023-06-15T10:35:00,1409,5.99,19.4,8.04,,190,5
SW-81914925,PORTHOUSTOCK BEACH (29000),2022-08-03T12:58:00,902,5.69,19.9,8.04,,190,5
SO-E0001326,PEGWELL BAY (SURFACE),2009-08-25T16:40:00,47087,7,19.42,8.04,,182,5
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-01-16T19:53:00,4.7,10.7,2.238,8.04,,182,5
SO-E0007125,HIGH STREET LITTLEBOURNE,2014-03-17T15:43:00,648,14.4,11.4,8.04,,182,5
AN-WD07,HAVERINGSGROVE BK.A129 RD.BR.,2023-01-23T10:16:00,797,13,1.7,8.04,,182,5
SO-E0007122,VALLEY ROAD BARHAM,2014-03-17T13:11:00,645,13,11.9,8.04,,182,5
NW-88004588,TORVER BECK AS ENTERING CONISTON WATER,2023-02-27T10:47:00,73,12.8,5.2,8.04,,182,5
NW-88022981,SAVICK BROOK @ SHAROE GREEN BRIDGE,2016-03-08T08:40:00,513,12.5,3.6,8.04,,182,5
SW-70230903,BLACKWATER RIVER AT BUDDLEWALL,2022-12-07T11:15:00,266,12.4,5.5,8.04,,182,5
SO-E0004890,SCHOOL LANE BEKESBOURNE,2014-03-17T15:00:00,652,12.2,11.9,8.04,,182,5
SW-50250634,RIVER WYLYE AT B3095 BRIDGE,2015-02-06T11:40:00,594,12.1,6.9,8.04,,182,5
NW-88003867,WOODPLUMPTON BROOK PTC BARTON BROOK,2022-03-08T12:55:00,494,12.1,6.4,8.04,,182,5
NW-88022981,SAVICK BROOK @ SHAROE GREEN BRIDGE,2016-10-24T13:33:00,559,12,8.6,8.04,,182,5
SO-E0004888,"RIVERSIDE CLOSE, BRIDGE",2014-04-14T13:39:00,653,11.8,12.1,8.04,,182,5
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2022-02-10T12:30:00,1105,11.7,7.4,8.04,,182,5
SW-50220329,RIVER NADDER AT WARDOUR,2013-03-19T09:42:00,481,11.6,5.9,8.04,,182,5
NW-88003849,SPARTING BROOK @ FOOTPATH  BARTON OHFARM,2014-03-06T12:54:00,393,11.4,8.4,8.04,,182,5
